gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00005184,accessory,24,2.7793724427384356,1.7708803273405627,0.47043683667690817,3.7643317641742997,1.6699505179261032e-4,0.008596943005278334,"Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains (HerA) (PDB:4D2I)","Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains (HerA) (PDB:4D2I)","DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family","Helicase HerA, central domain"
GC_00014125,accessory,6,2.2257358690241773,1.7543873665773508,0.6034959962684721,2.907040605778753,0.003648658316861248,0.04708129233616917,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)","Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",,"Antitoxin Phd_YefM, type II toxin-antitoxin system"
GC_00007395,accessory,16,2.3201751514657616,1.749146180979284,0.5337934489521257,3.2768221198910963,0.0010498248572818564,0.023162237529182266,Predicted enzyme of the cupin superfamily (PDB:1LKN),Predicted enzyme of the cupin superfamily (PDB:1LKN),uncharacterized protein,EutQ-like cupin domain
GC_00015802,accessory,5,2.330799431334134,1.7395934343368789,0.5305462805108165,3.278872170514468,0.0010422283454974007,0.023089884594209444,GC_00015802,,,
GC_00003351,accessory,52,2.385779237154047,1.738435901669032,0.5397975913885605,3.220532898631739,0.0012795250592007668,0.026050746900686275,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)","ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",urea transport system ATP-binding protein,ABC transporter
GC_00017003,accessory,4,1.7302617761836578,1.736627764394108,0.5958221340275762,2.9146748084953358,0.003560593395386366,0.04634875288394367,"ABC-type spermidine/putrescine transport system, permease component I (PotB)","ABC-type spermidine/putrescine transport system, permease component I (PotB)",putative spermidine/putrescine transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00012625,accessory,7,2.284822770547121,1.7168156222499593,0.580683346973911,2.9565435812766516,0.003111082620539696,0.042951795209632895,GC_00012625,,,
GC_00004901,accessory,27,3.8364901487528402,1.7047551643669594,0.41347140673146004,4.123030363437339,3.7392038681394754e-5,0.00406366689120398,GC_00004901,,,
GC_00010767,accessory,7,2.660630544060342,1.676765708170687,0.5137634030885988,3.2636923885400373,0.0010997049277261769,0.023915301435419867,GC_00010767,,,
GC_00025438,accessory,2,8.064654578340825,1.6589526342592409,0.47031979753505315,3.5272864186322037,4.1984233115361e-4,0.014381967373953738,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),transposase,Transposase
GC_00007562,accessory,14,2.5064039367050173,1.6515546407995445,0.4843743515011245,3.4096657588933263,6.504253898837136e-4,0.01817998819822208,GC_00007562,,,
GC_00008260,accessory,14,2.7923838870666717,1.645543228388665,0.5082172152539622,3.237873844093155,0.0012042404790610218,0.02509622875819627,Predicted aspartyl protease (PDB:5C9F),Predicted aspartyl protease (PDB:5C9F),aspartyl protease family protein,gag-polyprotein putative aspartyl protease
GC_00005030,accessory,25,4.098481247525094,1.642857196670291,0.4108195420499111,3.9989752884508536,6.361732124782643e-5,0.005367416955649949,GC_00005030,,,
GC_00010391,accessory,10,2.3375198113317173,1.6215424776532694,0.53436582849859,3.0345175368142914,0.0024092074844873075,0.03727113514201756,GC_00010391,,,
GC_00010001,accessory,8,2.7104848799518524,1.6082801340384913,0.48094336478835326,3.344011481988613,8.257631972083105e-4,0.020900984036005904,"Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)","Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)",,Glucose / Sorbosone dehydrogenase
GC_00011274,accessory,5,2.833608827737639,1.6076826535366229,0.47543651007365606,3.3814875792512353,7.20944920856793e-4,0.01936208404449096,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",3-oxoadipate enol-lactonase [EC:3.1.1.24],alpha/beta hydrolase fold
GC_00005189,accessory,22,2.0183142227181463,1.599337124413736,0.5522810849517791,2.8958752490199404,0.0037810267567890974,0.0481633909187617,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",,Enoyl-(Acyl carrier protein) reductase
GC_00004747,accessory,27,2.844129799846062,1.5957583268531577,0.45076038926552686,3.5401476368704468,3.9990325316236196e-4,0.013960363595673594,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit (HyfB) (PDB:6CFW)","Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit (HyfB) (PDB:6CFW)",multicomponent Na+:H+ antiporter subunit D,Proton-conducting membrane transporter
GC_00005056,accessory,25,3.0662252779055876,1.5916766994357074,0.431696265129127,3.6870291174736303,2.2688740457846863e-4,0.010020922164677582,RNase P protein component (RnpA) (PDB:1A6F),RNase P protein component (RnpA) (PDB:1A6F),ribonuclease P protein component [EC:3.1.26.5],Ribonuclease P
GC_00008364,accessory,14,2.665330618728291,1.5901378132000163,0.5446922681396399,2.919332449184612,0.0035078190780457315,0.04599246691624017,GC_00008364,,,
GC_00007545,accessory,12,3.2611804718428656,1.5879792204175907,0.4402137777184801,3.6072910499251,3.0941052695987513e-4,0.011698542413520259,GC_00007545,,,
GC_00013111,accessory,5,11.816216279440448,1.5771303307654023,0.5153929102759178,3.0600543766135213,0.0022129680905324366,0.03574991979967226,DNA replication protein DnaC (DnaC) (PDB:2QGZ),DNA replication protein DnaC (DnaC) (PDB:2QGZ),,IstB-like ATP binding protein
GC_00006713,accessory,18,2.2467325126819797,1.5662961261514223,0.5100334197248708,3.0709676377605515,0.0021336627558520456,0.03494262135399577,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),O-acetylserine/cysteine efflux transporter,EamA-like transporter family
GC_00005590,accessory,22,2.55951980812734,1.5601259730983197,0.4799566267950741,3.2505561669522334,0.001151795144514148,0.02457102468751805,Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),D-hydroxyproline dehydrogenase [EC:1.5.99.-],FAD dependent oxidoreductase
GC_00005517,accessory,22,2.198943389897305,1.553172498644808,0.5137466463361838,3.0232265450711053,0.00250094942511567,0.03825095060643254,Tlde1 domain,,,Tlde1 domain
GC_00004725,accessory,28,3.5299775606562482,1.5486543227349485,0.3944730824474415,3.9258808563732277,8.641292305834525e-5,0.006345252210199607,Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936),Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936),gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],Gamma-glutamyltranspeptidase
GC_00010623,accessory,9,2.606308202646261,1.5314742231840426,0.4455015678388119,3.437640479276942,5.868062474391107e-4,0.017310246977924455,GC_00010623,,,
GC_00014969,accessory,5,2.7329251453222754,1.5164467644069493,0.4707521849556909,3.221327086457779,0.0012759843258204142,0.026050746900686275,GC_00014969,,,
GC_00008205,accessory,14,2.678630496881774,1.4823557892273744,0.48423316879475936,3.061243807228055,0.0022041953196631995,0.03573777180208376,GC_00008205,,,
GC_00004270,accessory,34,2.4133731059413477,1.481427324141022,0.4740958143892311,3.124742465928575,0.0017796078935999704,0.031609721494118774,Collagen triple helix repeat (20 copies),,,Collagen triple helix repeat (20 copies)
GC_00005907,accessory,20,4.9402716697001035,1.4799723851852504,0.3526447608956719,4.196779732176688,2.7073701148594452e-5,0.0036278759539116567,GC_00005907,,,
GC_00004625,accessory,25,3.515623893492535,1.4757494914963465,0.39036632055813775,3.7804221670208387,1.5656265896006068e-4,0.008234993433498579,Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A),Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A),gluconolactonase [EC:3.1.1.17],SMP-30/Gluconolactonase/LRE-like region
GC_00006051,accessory,20,2.704691576202869,1.4726612313354959,0.45206205925465504,3.2576527960863846,0.0011233776215255314,0.024314054364229554,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)","CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",,Beta-lactamase
GC_00007609,accessory,15,3.1656015762863303,1.4674285348658562,0.4065534751757713,3.6094354727417373,3.068640929584376e-4,0.011698542413520259,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)",peptide/nickel transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00011522,accessory,7,2.4129339617318957,1.4616173645179646,0.5039764739736938,2.9001698293445677,0.003729605269217963,0.04779769790873991,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",3-oxoadipate enol-lactonase [EC:3.1.1.24],alpha/beta hydrolase fold
GC_00008385,accessory,14,3.1692297097333437,1.4603174752868,0.4532621882955335,3.2217941690178047,0.0012739061545218558,0.026050746900686275,Uncharacterized membrane protein (PUBMED:30962626),Uncharacterized membrane protein (PUBMED:30962626),,
GC_00005579,accessory,22,4.738136823435845,1.4472540987598044,0.32565584870439945,4.444121315547104,8.825179957418754e-6,0.0021733794532972886,GC_00005579,,,
GC_00003937,accessory,38,3.846309277404828,1.4444549314578066,0.3631380508322513,3.9777019459881964,6.95845181877933e-5,0.005707085355554956,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)","Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)","MFS transporter, DHA1 family, inner membrane transport protein",Major Facilitator Superfamily
GC_00000190,accessory,81,5.350765339144286,1.4437088301887193,0.32649065821059786,4.421899352653075,9.783703134548245e-6,0.0022422646808241548,"NAD(P)H-nitrite reductase, large subunit (NirB)","NAD(P)H-nitrite reductase, large subunit (NirB)",3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],Pyridine nucleotide-disulphide oxidoreductase
GC_00005050,accessory,18,2.923414745461072,1.44279580544095,0.4798766063270221,3.00659750114538,0.0026418931475157017,0.03927068574251725,Site-specific recombinase XerD (XerD) (PDB:1A0P),Site-specific recombinase XerD (XerD) (PDB:1A0P),,Phage integrase family
GC_00003610,accessory,45,3.044982532977467,1.4344225025265478,0.4360671604328013,3.2894531684130217,0.001003822599006014,0.02264067208451188,"Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)","Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)",NTE family protein,Patatin-like phospholipase
GC_00006039,accessory,20,2.6760222132232623,1.4223801956878,0.4476752927106628,3.177258648953627,0.0014867437786592467,0.028304598626368808,GC_00006039,,,
GC_00005916,accessory,11,3.9084514935478665,1.415911329972596,0.35572539632047523,3.9803492936360176,6.881408006295813e-5,0.005700308159397041,GC_00005916,,,
GC_00005356,accessory,16,6.694671794917847,1.4069652359237657,0.28913809249528377,4.866066673476153,1.138411268864817e-6,6.483252176185133e-4,GC_00005356,,,
GC_00005605,accessory,22,4.0316160547243785,1.4052871734174972,0.35668097782743796,3.939899408084987,8.151578205304259e-5,0.006220732600704181,GC_00005605,,,
GC_00009710,accessory,6,4.05359058419923,1.4001173028291078,0.38354311999470375,3.6504821227100663,2.6174852817828064e-4,0.01064755619982363,DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661),DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661),,NHL repeat
GC_00004578,accessory,30,2.637471940138027,1.3930936646330143,0.4682143010742045,2.9753334347902185,0.0029267024041290035,0.04193099419248975,Cell division protein FtsN (FtsN) (PDB:1UTA),Cell division protein FtsN (FtsN) (PDB:1UTA),,
GC_00003323,accessory,51,17.680933956280096,1.3920919219120385,0.394980866658414,3.524454067077489,4.2435638030709715e-4,0.014428116930441303,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)","ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",urea transport system substrate-binding protein,Periplasmic binding protein domain
GC_00004409,accessory,32,3.702530507795064,1.375293779896378,0.38038839333144797,3.6154988007166358,2.997698628149444e-4,0.011636851146685515,"Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)","Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)",,Inositol monophosphatase family
GC_00010988,accessory,7,3.76971477486799,1.3739766840698024,0.397283656484573,3.458427402293997,5.433386828548887e-4,0.016503006927245822,SPFH domain / Band 7 family,,,SPFH domain / Band 7 family
GC_00005321,accessory,23,4.349360864484622,1.3700081595148406,0.3374966585293042,4.059323625557867,4.921506525264591e-5,0.004575996679409281,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily (GpmI) (PDB:1EJJ)","Phosphoglycerate mutase (BPG-independent), AlkP superfamily (GpmI) (PDB:1EJJ)","2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",Metalloenzyme superfamily
GC_00008453,accessory,14,3.0981888079664954,1.3610764180834556,0.43805966451475203,3.1070571621588323,0.001889598568626555,0.032984716776485,"ABC-type metal ion transport system, periplasmic component/surface antigen (NlpA) (PDB:1P99)","ABC-type metal ion transport system, periplasmic component/surface antigen (NlpA) (PDB:1P99)",D-methionine transport system substrate-binding protein,NlpA lipoprotein
GC_00004544,accessory,30,3.1930154387452787,1.3600795800306325,0.4184884419301089,3.2499812270986856,0.001154126269343473,0.02457102468751805,2-keto-4-pentenoate hydratase (MhpD) (PDB:1SV6),2-keto-4-pentenoate hydratase (MhpD) (PDB:1SV6),,
GC_00011624,accessory,6,4.629040549589028,1.3520593644066348,0.40809313425290045,3.313114705744465,9.226313204201771e-4,0.021611867844906565,GC_00011624,,,
GC_00002494,accessory,76,4.712938356678652,1.3445942960657549,0.33211579987924905,4.048570698999034,5.153136839634108e-5,0.0046490478101728705,Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O) (SelO) (PDB:6EAC) (PUBMED:30270044),Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O) (SelO) (PDB:6EAC) (PUBMED:30270044),protein adenylyltransferase [EC:2.7.7.108],Protein adenylyltransferase SelO
GC_00005368,accessory,23,3.273013742193702,1.3338968426585234,0.3944667544881472,3.381519044334581,7.208623579863789e-4,0.01936208404449096,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase
GC_00005572,accessory,22,4.878668195625936,1.3206090145185032,0.32685612059777597,4.040337418504774,5.3374355208902996e-5,0.004740818379209825,"Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG); N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),,Acetyltransferase (GNAT) family
GC_00009083,accessory,8,3.446857712727363,1.3043047309956264,0.4339657993680916,3.0055472871246005,0.0026510337166219915,0.039278405245300144,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),site-specific DNA recombinase,Recombinase
GC_00002814,accessory,67,10.426388241224366,1.3041731573668882,0.30390791190817545,4.291343220313852,1.775955694423246e-5,0.0032328031905103183,Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4),Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4),dihydroxy-acid dehydratase [EC:4.2.1.9],Dehydratase family
GC_00007309,accessory,15,2.8715937712221495,1.300076561259482,0.4283474570623405,3.035098119119387,0.0024045744545854435,0.03726272522139892,GC_00007309,,,
GC_00010961,accessory,6,4.461850938453459,1.29779245926684,0.35599242315337903,3.6455620256493133,2.66808050479398e-4,0.010805133137636777,GC_00010961,,,
GC_00003765,accessory,42,3.1124485260992754,1.2871096919992968,0.42325123366398176,3.0410063565724426,0.0023578885284395662,0.03707743254471441,"Branched-chain amino acid ABC-type transport system, permease component (LivH)","Branched-chain amino acid ABC-type transport system, permease component (LivH)",branched-chain amino acid transport system permease protein,Branched-chain amino acid transport system / permease component
